129	2026-03-16 11:44:59	GC2603171942945794
128	2026-03-16 11:44:57	GC2603151982092288
127	2026-03-16 11:44:54	GC2603163185259522
126	2026-03-16 11:44:52	GC2603143031971840
125	2026-03-16 11:44:50	GC2603144164246531
124	2026-03-16 11:44:47	GC2603142395167747
123	2026-03-16 11:44:45	GC2603160613744642
122	2026-03-16 11:44:42	GC2603163279641608
121	2026-03-16 11:44:40	GC2603151982094341
120	2026-03-16 11:44:38	GC2603172961244160
119	2026-03-16 11:44:36	GC2603141801402371
118	2026-03-16 11:44:34	GC2603163299300356
117	2026-03-16 11:44:31	GC2603160173015042
116	2026-03-16 11:44:29	GC2603171608332296
115	2026-03-16 11:44:27	GC2603172689686530
114	2026-03-16 11:44:24	GC2603171454964741
113	2026-03-16 11:44:22	GC2603153322755073
112	2026-03-16 11:44:19	GC2603163318808580
111	2026-03-16 11:44:14	GC2603160252837890
110	2026-03-16 11:44:11	GC2603135304704003
109	2026-03-16 11:43:57	JMX600683568648
108	2026-03-16 11:43:55	JMX600684931922
107	2026-03-16 11:43:52	JMX600687369551
106	2026-03-16 11:43:50	JMX600685812779
105	2026-03-16 11:43:48	JMX600686256995
104	2026-03-16 11:43:45	JMX600689801162
103	2026-03-16 11:43:39	JMX600684228134
102	2026-03-16 11:43:37	JMX600686206456
101	2026-03-16 11:43:35	JMX600688945590
100	2026-03-16 11:43:33	JMX600686899811
99	2026-03-16 11:43:31	JMX600688436701
98	2026-03-16 11:43:29	JMX600685661581
97	2026-03-16 11:43:27	JMX600687778531
96	2026-03-16 11:43:24	JMX600684922669
95	2026-03-16 11:43:22	JMX600689033361
94	2026-03-16 11:43:20	JMX101645601780
93	2026-03-16 11:43:18	JMX600682871309
92	2026-03-16 11:43:16	JMX600688065562
91	2026-03-16 11:43:14	JMX600682093636
90	2026-03-16 11:43:11	JMX600686440812
89	2026-03-16 11:43:09	JMX600687290634
88	2026-03-16 11:43:07	JMX600690048278
87	2026-03-16 11:43:05	JMX600688341793
86	2026-03-16 11:43:03	JMX600677242175
85	2026-03-16 11:43:01	JMX600683849415
84	2026-03-16 11:42:59	JMX600688698627
83	2026-03-16 11:42:56	JMX600684226508
82	2026-03-16 11:42:51	JMX600686625898
81	2026-03-16 11:42:49	JMX600685058092
80	2026-03-16 11:42:47	JMX600688226141
79	2026-03-16 11:42:45	JMX600687261637
78	2026-03-16 11:42:41	JMX101643623539
77	2026-03-16 11:42:38	JMX600685985855
76	2026-03-16 11:42:36	JMX600683286538
75	2026-03-16 11:42:34	JMX600685005479
74	2026-03-16 11:42:31	JMX101644210397
73	2026-03-16 11:42:29	JMX600688250218
72	2026-03-16 11:42:27	JMX101643441988
71	2026-03-16 11:42:25	JMX101646579330
70	2026-03-16 11:42:23	JMX600688404105
69	2026-03-16 11:42:21	JMX600690731732
68	2026-03-16 11:42:19	JMX101644411573
67	2026-03-16 11:42:16	JMX101645203560
66	2026-03-16 11:42:14	JMX600690518228
65	2026-03-16 11:42:12	JMX600688159912
64	2026-03-16 11:42:09	JMX600690362095
63	2026-03-16 11:42:06	JMX101642485137
62	2026-03-16 11:42:04	JMX101644270278
61	2026-03-16 11:42:01	JMX600681754055
60	2026-03-16 11:41:59	JMX600682773256
59	2026-03-16 11:41:57	JMX101646507071
58	2026-03-16 11:41:54	JMX101640686031
57	2026-03-16 11:41:52	JMX600686362623
56	2026-03-16 11:41:50	JMX101640950764
55	2026-03-16 11:41:48	JMX101633449401
54	2026-03-16 11:41:44	JMX101640450199
53	2026-03-16 11:41:42	JMX101645637835
52	2026-03-16 11:41:39	JMX600679301465
51	2026-03-16 11:41:36	JMX600682350971
50	2026-03-16 11:41:33	JMX101646077309
49	2026-03-16 11:41:24	JMX600690925021
48	2026-03-16 11:41:21	JMX600689401646
47	2026-03-16 11:41:19	JMX101642040722
46	2026-03-16 11:41:17	JMX101644337517
45	2026-03-16 11:41:14	JMX101640662225
44	2026-03-16 11:41:12	JMX101645026810
43	2026-03-16 11:41:10	JMX101644779997
42	2026-03-16 11:41:07	JMX101640981698
41	2026-03-16 11:41:05	JMX101646515517
40	2026-03-16 11:41:02	JMX600681912314
39	2026-03-16 11:41:00	JMX600688324044
38	2026-03-16 11:40:58	JMX101639955471
37	2026-03-16 11:40:54	JMX101643321375
36	2026-03-16 11:40:52	JMX600688492275
35	2026-03-16 11:40:50	JMX600688135356
34	2026-03-16 11:40:45	JMX600682708794
33	2026-03-16 11:40:38	JMX300793032242
32	2026-03-16 11:40:35	JMX600689197834
31	2026-03-16 11:40:33	JMX600682526203
30	2026-03-16 11:40:31	JMX101644763676
29	2026-03-16 11:40:29	JMX600688890795
28	2026-03-16 11:40:25	JMX600684477793
27	2026-03-16 11:40:23	JMX600684077537
26	2026-03-16 11:40:20	JMX600682640897
25	2026-03-16 11:40:18	JMX101638626186
24	2026-03-16 11:40:17	JMX600688365495
23	2026-03-16 11:40:15	JMX600679188249
22	2026-03-16 11:40:13	JMX600687432178
21	2026-03-16 11:40:11	JMX600688834631
20	2026-03-16 11:40:09	JMX600689175714
19	2026-03-16 11:40:07	JMX600688190926
18	2026-03-16 11:40:04	JMX600688190996
17	2026-03-16 11:40:01	JMX101645844180
16	2026-03-16 11:39:57	JMX600689894243
15	2026-03-16 11:39:53	JMX101642898495
14	2026-03-16 11:39:51	JMX101636797124
13	2026-03-16 11:39:47	JMX600688263934
12	2026-03-16 11:39:44	JMX600686585645
11	2026-03-16 11:39:40	JMX600690434045
10	2026-03-16 11:39:38	JMX600691874264
9	2026-03-16 11:39:35	JMX600683066966
8	2026-03-16 11:39:33	JMX600678140875
7	2026-03-16 11:39:30	JMX600685623340
6	2026-03-16 11:39:28	JMX600685154079
5	2026-03-16 11:39:26	JMX600691304636
4	2026-03-16 11:39:24	JMX600689252135
3	2026-03-16 11:39:20	JMX600683826631
2	2026-03-16 11:39:12	JMX600684580857
1	2026-03-16 11:39:08	JMX600690172093p
