23	2026-03-18 12:49:28	46660489772
22	2026-03-18 12:49:20	46661716081
21	2026-03-18 12:49:19	46682182270
20	2026-03-18 12:49:17	46683341117
19	2026-03-18 12:49:13	46648450743
18	2026-03-18 12:49:10	46660493424
17	2026-03-18 12:49:08	46648578102
16	2026-03-18 12:49:04	46683514246
15	2026-03-18 12:49:02	46684975961
14	2026-03-18 12:48:57	46683511150
13	2026-03-18 12:48:53	46682437329
12	2026-03-18 12:48:51	46682522077
11	2026-03-18 12:48:47	46682268818
10	2026-03-18 12:48:46	46681579267
9	2026-03-18 12:48:44	46683363856
8	2026-03-18 12:48:36	46683902776
7	2026-03-18 12:48:33	46682878678
6	2026-03-18 12:48:30	46683156542
5	2026-03-18 12:48:27	46682082277
4	2026-03-18 12:48:20	46683045547
3	2026-03-18 12:48:18	46683500741
2	2026-03-18 12:48:16	46681089409
1	2026-03-18 12:48:13	46683344728
