66	2026-03-03 12:32:10	GC2603031754342405
65	2026-03-03 12:32:07	GC2603035265596425
64	2026-03-03 12:32:02	GC2603030319373315
63	2026-03-03 12:31:59	GC2603035364169730
62	2026-03-03 12:31:56	GC2603033605811204
61	2026-03-03 12:31:53	GC2603031710702593
60	2026-03-03 12:31:50	GC2603035246590978
59	2026-03-03 12:31:44	GC2603030869498882
58	2026-03-03 12:31:41	GC2603032717662208
57	2026-03-03 12:31:38	GC2603032599904262
56	2026-03-03 12:31:34	GC2603033507567623
55	2026-03-03 12:31:32	GC2603032717692934
54	2026-03-03 12:31:29	GC2603033196936195
53	2026-03-03 12:31:27	GC2603030625761281
52	2026-03-03 12:31:24	GC2603031274183685
51	2026-03-03 12:31:20	GC2603033436797954
50	2026-03-03 12:31:06	JMX600654089935
49	2026-03-03 12:31:01	JMX600653325652
48	2026-03-03 12:30:58	JMX600658762956
47	2026-03-03 12:30:28	JMX101629373752
46	2026-03-03 12:30:23	JMX600659635567
45	2026-03-03 12:30:21	JMX600657423259
44	2026-03-03 12:30:18	JMX101635157251
43	2026-03-03 12:30:15	JMX101636638372
42	2026-03-03 12:30:11	JMX101636540905
41	2026-03-03 12:30:08	JMX600660122339
40	2026-03-03 12:30:06	JMX600658638510
39	2026-03-03 12:30:04	JMX600652182495
38	2026-03-03 12:30:00	JMX101635500711
37	2026-03-03 12:29:58	JMX600660788513
36	2026-03-03 12:29:56	JMX600659051813
35	2026-03-03 12:29:54	JMX600659144815
34	2026-03-03 12:29:52	JMX101636098709
33	2026-03-03 12:29:50	JMX600660735625
32	2026-03-03 12:29:47	JMX600659885114
31	2026-03-03 12:29:45	JMX600658990633
30	2026-03-03 12:29:43	JMX600658666125
29	2026-03-03 12:29:40	JMX101635147355
28	2026-03-03 12:29:38	JMX600650142950
27	2026-03-03 12:29:35	JMX600657830412
26	2026-03-03 12:29:33	JMX600658417120
25	2026-03-03 12:29:30	JMX600656419665
24	2026-03-03 12:29:28	JMX600660553009
23	2026-03-03 12:29:26	JMX600659504394
22	2026-03-03 12:29:24	JMX101636988689
21	2026-03-03 12:29:22	JMX600659155015
20	2026-03-03 12:29:19	JMX600657829534
19	2026-03-03 12:29:17	JMX101636225605
18	2026-03-03 12:29:15	JMX600659392896
17	2026-03-03 12:29:11	JMX101635040133
16	2026-03-03 12:29:09	JMX600653394487
15	2026-03-03 12:29:06	JMX600660847247
14	2026-03-03 12:29:04	JMX600649693085
13	2026-03-03 12:29:02	JMX600659086275
12	2026-03-03 12:29:00	JMX101637352500
11	2026-03-03 12:28:57	JMX600654333069
10	2026-03-03 12:28:55	JMX600659206223
9	2026-03-03 12:28:53	JMX600660225382
8	2026-03-03 12:28:50	JMX600659945176
7	2026-03-03 12:28:48	JMX600643398408
6	2026-03-03 12:28:46	JMX101636156434
5	2026-03-03 12:28:43	JMX101636214355
4	2026-03-03 12:28:41	JMX600660588705
3	2026-03-03 12:28:37	JMX600659398715
2	2026-03-03 12:28:34	JMX600660167477
1	2026-03-03 12:28:30	JMX600658574526
