137	2026-03-08 12:51:53	GC2603071782212609
136	2026-03-08 12:51:49	GC2603074777802755
135	2026-03-08 12:51:46	GC2603070079063041
134	2026-03-08 12:51:43	GC2603071655532547
133	2026-03-08 12:51:40	GC2603083904667648
132	2026-03-08 12:51:37	GC2603091812948992
131	2026-03-08 12:51:34	GC2603083774905347
130	2026-03-08 12:51:28	GC2603092603913222
129	2026-03-08 12:51:25	GC2603092717289476
128	2026-03-08 12:51:23	GC2603094832899077
127	2026-03-08 12:51:20	GC2603073653074951
126	2026-03-08 12:51:18	GC2603094478971904
125	2026-03-08 12:51:16	GC2603073735578624
124	2026-03-08 12:51:06	JMX600656505685
123	2026-03-08 12:51:03	JMX600669725746
122	2026-03-08 12:51:01	JMX600669407271
121	2026-03-08 12:50:58	JMX600669165539
120	2026-03-08 12:50:53	JMX600669219301
119	2026-03-08 12:50:51	JMX101633833287
118	2026-03-08 12:50:48	JMX600663860516
117	2026-03-08 12:50:46	JMX600666067813
116	2026-03-08 12:50:44	JMX600667977728
115	2026-03-08 12:50:41	JMX101634467935
114	2026-03-08 12:50:40	JMX600665476522
113	2026-03-08 12:50:37	JMX101639349188
112	2026-03-08 12:50:34	JMX600658275557
111	2026-03-08 12:50:31	JMX600661277459
110	2026-03-08 12:50:29	JMX600668499523
109	2026-03-08 12:50:26	JMX600668936963
108	2026-03-08 12:50:24	JMX101639012358
107	2026-03-08 12:50:21	JMX600670212988
106	2026-03-08 12:50:18	JMX600670089215
105	2026-03-08 12:50:15	JMX600670126233
104	2026-03-08 12:50:13	JMX600670381571
103	2026-03-08 12:50:10	JMX600669677182
102	2026-03-08 12:50:07	JMX600668062884
101	2026-03-08 12:50:05	JMX600663889063
100	2026-03-08 12:49:52	JMX600655427285
99	2026-03-08 12:49:50	JMX600669478262
98	2026-03-08 12:49:47	JMX101636777840
97	2026-03-08 12:49:45	JMX600669845269
96	2026-03-08 12:49:42	JMX600669918177
95	2026-03-08 12:49:40	JMX600669076135
94	2026-03-08 12:49:37	JMX600673467349
93	2026-03-08 12:49:35	JMX600653500716
92	2026-03-08 12:49:32	JMX600670868400
91	2026-03-08 12:49:27	JMX600666260314
90	2026-03-08 12:49:25	JMX600670827645
89	2026-03-08 12:49:22	JMX101637632634
88	2026-03-08 12:49:16	JMX600670920777
87	2026-03-08 12:49:15	JMX600662058486
86	2026-03-08 12:49:13	JMX600667542475
85	2026-03-08 12:49:11	JMX600671982645
84	2026-03-08 12:49:08	JMX101634932309
83	2026-03-08 12:49:02	JMX600670466118
82	2026-03-08 12:49:00	JMX101638750331
81	2026-03-08 12:48:57	JMX600660262185
80	2026-03-08 12:48:55	JMX600670044591
79	2026-03-08 12:48:53	JMX600673577295
78	2026-03-08 12:48:48	JMX600671442542
77	2026-03-08 12:48:46	JMX600670897498
