64	2026-03-04 23:39:55	GC2603050987438083
63	2026-03-04 23:39:52	GC2603050916200449
62	2026-03-04 23:39:50	GC2603053711969282
61	2026-03-04 23:39:45	GC2603052953321474
60	2026-03-04 23:39:42	GC2603051078205441
59	2026-03-04 23:39:39	GC2603050067180545
58	2026-03-04 23:39:37	GC2603051057885185
57	2026-03-04 23:39:34	GC2603053118406660
56	2026-03-04 23:39:30	GC2603053417118726
55	2026-03-04 23:39:24	GC2603050173411329
54	2026-03-04 23:38:46	GC2603052925926402
53	2026-03-04 23:38:42	GC2603053499629572
52	2026-03-04 23:38:39	GC2603053358204930
51	2026-03-04 23:38:34	GC2603051974604802
50	2026-03-04 23:37:57	JMX600665527290
49	2026-03-04 23:37:53	JMX600665374397
48	2026-03-04 23:37:50	JMX600647046989
47	2026-03-04 23:37:46	JMX600661448705
46	2026-03-04 23:37:32	JMX600660157575
45	2026-03-04 23:37:26	JMX101636320858
44	2026-03-04 23:37:20	JMX600665715420
43	2026-03-04 23:37:17	JMX600658304935
42	2026-03-04 23:37:14	JMX600663526510
41	2026-03-04 23:37:09	JMX600650399995
40	2026-03-04 23:37:05	JMX101638685099
39	2026-03-04 23:37:03	JMX600663498450
38	2026-03-04 23:36:58	JMX600663056200
37	2026-03-04 23:36:49	JMX600664343632
36	2026-03-04 23:36:45	JMX600660983560
35	2026-03-04 23:36:42	JMX101635556795
34	2026-03-04 23:36:39	JMX600661015183
33	2026-03-04 23:36:36	JMX600662701593
32	2026-03-04 23:36:32	JMX600665988386
31	2026-03-04 23:36:29	JMX600664048696
30	2026-03-04 23:36:23	JMX101635729357
29	2026-03-04 23:36:19	JMX600665197067
28	2026-03-04 23:36:05	JMX000876527639
27	2026-03-04 23:36:02	JMX600665058599
26	2026-03-04 23:36:00	JMX600662147845
25	2026-03-04 23:35:57	JMX600662865156
24	2026-03-04 23:35:55	JMX600665384019
23	2026-03-04 23:35:52	JMX600663923422
22	2026-03-04 23:35:48	JMX600664999115
21	2026-03-04 23:35:46	JMX600662288475
20	2026-03-04 23:35:43	JMX600663613163
19	2026-03-04 23:35:40	JMX600664717636
18	2026-03-04 23:35:37	JMX600662001235
17	2026-03-04 23:35:34	JMX600664035065
16	2026-03-04 23:35:31	JMX600665810349
15	2026-03-04 23:35:28	JMX600661809017
14	2026-03-04 23:35:23	JMX101617932008
13	2026-03-04 23:35:19	JMX101636148309
12	2026-03-04 23:35:17	JMX101627317842
11	2026-03-04 23:35:14	JMX600665230628
10	2026-03-04 23:35:11	JMX101637647747
9	2026-03-04 23:35:08	JMX600664463005
8	2026-03-04 23:35:05	JMX101637544203
7	2026-03-04 23:35:02	JMX600662511607
6	2026-03-04 23:34:59	JMX600664883425
5	2026-03-04 23:34:56	JMX600664363486
4	2026-03-04 23:34:54	JMX101637016499
3	2026-03-04 23:34:49	JMX600664621455
2	2026-03-04 23:34:43	JMX600661951475
1	2026-03-04 23:34:07	JMX600664006032
